pmid,title,abstract,year,is_review,disorders,neurotransmitters,publication_types
34390300,"Results from a randomized, double-blind, placebo-controlled, crossover, multimodal-MRI pilot study of gabapentin for co-occurring bipolar and cannabis use disorders.","Disrupted brain gamma-aminobutyric acid (GABA)/glutamate homeostasis is a promising target for pharmacological intervention in co-occurring bipolar disorder (BD) and cannabis use disorder (CUD). Gabapentin is a safe and well-tolerated medication, FDA-approved to treat other neurological diseases, that restores GABA/glutamate homeostasis, with treatment studies supporting efficacy in treating CUD, as well as anxiety and sleep disorders that are common to both BD and CUD. The present manuscript represents the primary report of a randomized, double-blind, placebo-controlled, crossover (1-week/condition), multimodal-MRI (proton-MR spectroscopy, functional MRI) pilot study of gabapentin (1200 mg/day) in BD + CUD (n = 22). Primary analyses revealed that (1) gabapentin was well tolerated and adherence and retention were high, (2) gabapentin increased dorsal anterior cingulate cortex (dACC) and right basal ganglia (rBG) glutamate levels and (3) gabapentin increased activation to visual cannabis cues in the posterior midcingulate cortex (pMCC, a region involved in response inhibition to rewarding stimuli). Exploratory evaluation of clinical outcomes further found that in participants taking gabapentin versus placebo, (1) elevations of dACC GABA levels were associated with lower manic/mixed and depressive symptoms and (2) elevations of rBG glutamate levels and pMCC activation to cannabis cues were associated with lower cannabis use. Though promising, the findings from this study should be interpreted with caution due to observed randomization order effects on dACC glutamate levels and identification of statistical moderators that differed by randomization order (i.e. cigarette-smoking status on rBG glutamate levels and pMCC cue activation). Nonetheless, they provide the necessary foundation for a more robustly designed (urn-randomized, parallel-group) future study of adjuvant gabapentin for BD + CUD.",2022,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid; Glutamic_Acid,"Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural"
34680877,Suicide Related Phenotypes in a Bipolar Sample: Genetic Underpinnings.,"Suicide in Bipolar Disorder (BD) is a relevant clinical concern. Genetics may shape the individual risk for suicide behavior in BD, together with known clinical factors. The lack of consistent replication in BD may be associated with its multigenetic component. In the present contribution we analyzed a sample of BD individuals (from STEP-BD database) to identify the genetic variants potentially associated with three different suicide-related phenotypes: (1) a feeling that the life was not worth living; (2) fantasies about committing a violent suicide; (3) previous attempted suicide. The sample under analysis included 1115 BD individuals. None of the SNPs reached genome-wide significance. However, a trend of association was evidenced for rs2767403, an intron variant of AOPEP gene, in association with phenotype #1 (<i>p</i> = 5.977 × 10<sup>-6</sup>). The molecular pathway analysis showed a significant enrichment in all the investigated phenotypes on pathways related to post synaptic signaling, neurotransmission and neurodevelopment. Further, NOTCH signaling or the γ-aminobutyric acid (GABA)-ergic signaling were found to be associated with specific suicide-related phenotypes. The present investigation contributes to the hypothesis that the genetic architecture of suicide behaviors in BD is related to alteration of entire pathways rather than single genes. In particular, our molecular pathway analysis points on some specific molecular events that could be the focus of further research in this field.",2021,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,"Journal Article; Research Support, N.I.H., Extramural"
31993746,ACC Glu/GABA ratio is decreased in euthymic bipolar disorder I patients: possible in vivo neurometabolite explanation for mood stabilization.,"Bipolar disorder (BD) is characterized by unstable mood states ranging from mania to depression. Although there is some evidence that mood instability may result from an imbalance between excitatory glutamatergic and inhibitory GABA-ergic neurotransmission, few proton magnetic resonance spectroscopy (<sup>1</sup>H-MRS) studies have measured these two neurometabolites simultaneously in BD. The enzyme glutamic acid decarboxylase (GAD1) catalyzes the decarboxylation of glutamate (Glu) to GABA, and its single nucleotide polymorphisms (SNPs) might influence Glu/GABA ratio. Thus, we investigated Glu/GABA ratio in the dorsal anterior cingulate cortex (dACC) of euthymic BD type I patients and healthy controls (HC), and assessed the influence of both mood stabilizers and GAD1 SNPs on this ratio. Eighty-eight subjects (50 euthymic BD type I patients and 38 HC) underwent 3T <sup>1</sup>H-MRS in the dACC (2 × 2 × 4.5 cm<sup>3</sup>) using a two-dimensional JPRESS sequence and all subjects were genotyped for 4 SNPs in the GAD1 gene. BD patients had lower dACC Glu/GABA ratio compared to HC, where this was influenced by anticonvulsant and antipsychotic medications, but not lithium. The presence of GAD1 rs1978340 allele A was associated with higher Glu/GABA ratio in BD, while patients without this allele taking mood stabilizers had a lower Glu/GABA ratio. The lowering of dACC Glu/GABA could be one explanation for the mood stabilizing action of anticonvulsants and antipsychotics in BD type I euthymia. Therefore, this putative role of Glu/GABA ratio and the influence of GAD1 genotype interacting with mood stabilization medication should be confirmed by further studies involving larger samples and other mood states.ClincalTrials.gov registration: NCT01237158.",2021,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid; Glutamic_Acid,Journal Article
33515862,Extra-synaptic modulation of GABA<sub>A</sub> and efficacy in bipolar disorder.,"Bipolar disorder type I is a severe psychiatric condition that leads to significant morbidity and mortality and whose treatment remains suboptimal. Its pathophysiology involves disturbance in the control of ionic fluxes so that when patients are either manic or depressed, the resting membrane potential of neurons is more depolarized than normal. Available mood stabilizers have a shared mechanism of normalizing ion flux by compensating for ionic abnormalities, and normalizing membrane potential. Agents that significantly potentiate extrasynaptic GABA<sub>A</sub> receptors are expected to be particularly effective in hyperpolarizing resting membrane potential in bipolar patients, thereby normalizing their membrane potential. New neuroactive steroid-like agents are being tested in humans for depression and insomnia. These agents include brexanolone, ganaxolone, and gaboxadol. Brexanolone has been approved for the treatment of postpartum depression, ganaxolone is being studied for treatment-resistant depression, and gaboxadol development for the treatment of insomnia has been abandoned due to narrow therapeutic index. In addition to the current studies, these agents are expected to have particular efficacy in acute and prophylactic management of bipolar I disorder by hyperpolarizing the resting potential of neurons and antagonizing one of the most reproducible demonstrated biologic abnormalities of this illness.",2021,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,Journal Article
32536126,[Comparative analysis of serum glutamate and gamma-aminobutyric acid levels in patients with bipolar depressive disorder and major depression disorder].,"<b>Objective:</b> To investigate the difference of serum glutamate (Glu) and gamma- aminobutyric acid (GABA) levels between depressive patients and bipolar disorder patients with depressive episodes. <b>Methods:</b> From May 2018 to March 2019, forty-seven patients with depression (depression group) and 45 patients with bipolar depressive episode (bipolar depression group) were selected from the department of psychiatry, the First Affiliated Hospital of Jinan University, and 41 healthy controls (healthy control group) were simultaneously recruited from the community. The subjects' depression and anxiety were assessed by 17 items of Hamilton depression scale (HAMD-17) and Hamilton Anxiety Scale (HAMA). The serum levels of Glu, GABA and Glu decarboxylase (GAD) were detected by enzyme-linked immunosorbent assay (ELISA) . <b>Results:</b> The serum Glu level ( (36±7) mg/L, (37±7) mg/L vs (28±4) mg/L, <i>F=</i>10.97, <i>P<</i>0.01) and Glu/GABA ratio (5.77±0.35, 8.18±0.24 vs 3.35±0.33, <i>F=</i>37.68, <i>P<</i>0.01) in depression and bipolar depression groups were higher than those of healthy control group, while the GABA level ((6.1±0.7) μmol/L,(4.1±0.8) μmol/L vs (8.1±1.2) μmol/L, <i>F=</i>21.61, <i>P<</i>0.01) and GAD ((31±6) U/L, (31±6) U/L vs (35±6) U/L, <i>F=</i>5.61, <i>P<</i>0.01) were lower than those of healthy control group. The level of serum GABA in bipolar depression group was lower than that in depression group. However, Glu/GABA was higher in bipolar depression group than that in depression group (<i>P<</i>0.01). The level of serum GABA in depression group was negatively correlated with HAMD sleep disorder factor (<i>r=</i>-0.46, <i>P=</i>0.01). <b>Conclusions:</b> Both depression and bipolar depression have abnormal levels of Glu, GABA neurotransmitters and imbalance between Glu and GABA in peripheral blood circulation. Moreover, these abnormalities are more obvious in patients with bipolar depression.",2020,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid; Glutamic_Acid,Comparative Study; Journal Article
31488200,Opportunities for selective reporting of harms in randomized clinical trials: Selection criteria for non-systematic adverse events.,"Adverse events (AEs) in clinical trials may be reported in multiple sources. Different methods for reporting adverse events across trials or across sources for a single trial may produce inconsistent information about the adverse events associated with interventions. We compared the methods authors use to decide which AEs to include in a particular source (i.e., ""selection criteria""), including the number of different types of AEs reported (i.e., rather than the number of events). We compared sources (e.g., journal articles, clinical study reports (CSRs)) of trials for two drug-indications-gabapentin for neuropathic pain and quetiapine for bipolar depression. Electronic searches were completed in 2015. We identified selection criteria and assessed how criteria affected AE reporting. We identified 21 gabapentin and 7 quetiapine trials. We found 6 gabapentin CSRs and 2 quetiapine CSRs, all written by drug manufacturers. All CSRs reported all AEs without applying selection criteria; by comparison, no other source reported all AEs, and 15/68 (22%) gabapentin sources and 19/48 (40%) quetiapine sources reported using selection criteria. Selection criteria greatly affected the number of AEs reported. For example, 67/316 (21%) AEs in one quetiapine trial met the criterion ""occurring in ≥2% of participants in any treatment group,"" while only 5/316 (2%) AEs met the criterion ""occurring in ≥10% of quetiapine-treated patients and twice as frequent in the quetiapine group as the placebo group."" Selection criteria for reporting AEs vary across trials and across sources for individual trials. If investigators do not pre-specify selection criteria, they might ""cherry-pick"" AEs based on results. Even if investigators pre-specify selection criteria, selective reporting will produce biased meta-analyses and clinical practice guidelines. Data about all AEs identified in clinical trials should be publicly available; however, sharing data will not solve all the problems identified in this study.",2019,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,Journal Article
31311980,Lithium and GADL1 regulate glycogen synthase kinase-3 activity to modulate KCTD12 expression.,"Potassium channel tetramerization domain containing 12 (KCTD12), the auxiliary GABA<sub>B</sub> receptor subunit, is identified as a susceptibility gene for bipolar I (BPI) disorder in the Han Chinese population. Moreover, the single-nucleotide polymorphism (SNP) rs17026688 in glutamate decarboxylase-like protein 1 (GADL1) is shown to be associated with lithium response in Han Chinese BPI patients. In this study, we demonstrated for the first time the relationship among lithium, GADL1, and KCTD12. In circulating CD11b<sup>+</sup> macrophage cells, BPI patients showed a significantly higher percentage of KCTD12 expression than healthy controls. Among BPI patients, carriers of the 'T' allele (i.e., CT or TT) at site rs17026688 were found to secrete lower amounts of GADL1 but higher amounts of GABA b receptor 2 (GABBR2) in the plasma. In human SH-SY5Y neuroblastoma cells, lithium treatment increased the percentage of KCTD12 expression. Through inhibition of glycogen synthase kinase-3 (GSK-3), lithium induced cyclic AMP-response element binding protein (CREB)-mediated KCTD12 promoter activation. On the other hand, GADL1 overexpression enhanced GSK-3 activation and inhibited KCTD12 expression. We found that lithium induced, whereas GADL1 inhibited, KCTD12 expression. These findings suggested that KCTD12 may be an important gene with respect to neuron excitability and lithium response in BPI patients. Therefore, targeting GSK-3 activity and/or KCTD12 expression may constitute a possible therapeutic strategy for treating patients with BPI disorder.",2019,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,"Journal Article; Research Support, Non-U.S. Gov't"
30383553,The association between gabapentin and suicidality in bipolar patients.,"The aims of this study were to assess the association between gabapentin and suicidality in patients diagnosed with bipolar disorder (BD) and to determine whether the risk is greater relative to patients prescribed lithium. This retrospective observational study utilizes US population-based claims data assembled by PharMetrics Inc., comprising 47 918 patients diagnosed with BD. Patients were included if they were at least 18 years old and initiated a new monotherapy prescription of either gabapentin (n=2421) or lithium (n=3101). Patients were followed for up to 1 year. Gabapentin patients contributed 915.8 person-years (PY) of follow-up time; lithium patients contributed 1421.3 PY. There were 21 suicide/self-harm events in the gabapentin group and 16 in the lithium group. Unadjusted incidence rates were 22.9 and 11.3/1000 PY in the gabapentin and lithium groups, respectively (P=0.03). After adjusting for concomitant medications, comorbid diagnoses, age, sex, and history of suicide/self-harm, the hazard ratio was 2.3 (95% confidence interval: 1.2-4.5). A propensity score-matched analysis accounting for pre-existing illnesses and medications supports this finding, with an adjusted hazard ratio of 2.1 (95% confidence interval: 1.02-4.5). Relative to lithium, the use of gabapentin is significantly associated with a doubling of the risk of suicidality in patients diagnosed with BD.",2019,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,Journal Article; Observational Study
30595760,Choline Compounds of the Frontal Lobe and Temporal Glutamatergic System in Bipolar and Schizophrenia Proton Magnetic Resonance Spectroscopy Study.,"Modern neuroimaging techniques allow investigating brain structures and substances involved in the pathophysiology of mental disorders, trying to find new markers of these disorders. To better understanding of the pathophysiology and differential diagnosis of schizophrenia and bipolar disorder, this study was conducted to assess the neurochemical alterations in the frontal and temporal lobes in hospitalized patients with schizophrenia and bipolar disorder. Twenty-one subjects with schizophrenia (paranoid and differentiated types), 16 subjects with bipolar I disorder (manic, depressive, and mixed episode), and 20 healthy subjects were studied. Magnetic resonance (MR) imaging and proton resonance magnetic spectroscopy (<sup>1</sup>H MRS) were performed on a 1.5 T scanner. Voxels of 8 cm<sup>3</sup> were positioned in the left frontal and left temporal lobes. Glx/H<sub>2</sub>O (GABA, glutamine, and glutamate/nonsuppressed water signal) ratios were significantly increased in the left temporal lobe in schizophrenia, but not in bipolar disorder, compared with controls. Cho/H<sub>2</sub>O (choline/nonsuppressed water signal) ratios in the left frontal lobe had a tendency to increase in bipolar disorder and schizophrenia, relative to controls. A lower temporal lobe NAA/H<sub>2</sub>O ratio in mixed than in manic and depressive episode of bipolar patients was also found. No other significant differences were found among three studied groups as regards NAA, Cr, and mI ratios. Our results partially confirm the role of a glutamatergic system in schizophrenia, however, only in a temporal lobe. We also point to the importance of the choline-containing compounds (marker of cellular density) in the frontal lobe of patients suffering from bipolar disorder and schizophrenia. We also found the deleterious effect of mixed bipolar episode on the integrity and functioning of the temporal lobe. Glutamatergic left temporal spectroscopic changes may potentially help in differential diagnosis of schizophrenia from bipolar disorder.",2018,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,Journal Article
29490359,Real-world Effectiveness of Pharmacologic Treatments for the Prevention of Rehospitalization in a Finnish Nationwide Cohort of Patients With Bipolar Disorder.,"Mood stabilizers and antipsychotics are the main maintenance treatments for bipolar disorder. Lithium is considered to be the most effective mood stabilizer, but very little is known about overall health outcomes associated with specific treatments and the comparative long-term effectiveness of specific psychotropics or routes of administration in the prevention of rehospitalizations. To study the comparative effectiveness of pharmacologic treatments in the prevention of rehospitalization in a nationwide cohort of patients with bipolar disorder. This cohort study examined the risk of psychiatric, cardiovascular, and all-cause hospitalization from January 1, 1987, to December 31, 2012, among all patients in Finland who had been hospitalized for bipolar disorder (N = 18 018; mean follow-up time, 7.2 years) using prospectively gathered nationwide databases for hospitalization and dispensed medications. The primary analysis was within-individual analysis, in which each individual was used as his or her own control to eliminate selection bias. The study adjusted for the effect of concomitant psychotropic medications, duration of illness, and the temporal orders of exposure and nonexposure periods. Statistical analysis was conducted from January 1, 1996, to December 31, 2012. Adjusted hazard ratios (HRs) for rehospitalization were calculated. Among the cohort (9558 women and 8460 men; mean [SD] age, 46.6 [17.0] years), 9721 patients (54.0%) had at least 1 psychiatric rehospitalization. In comparison between use and no use among specific agents reaching nominal statistical significance, risperidone long-acting injection (HR, 0.58 [95% CI, 0.34-1.00]), gabapentin (HR, 0.58 [95% CI, 0.44-0.77]), perphenazine long-acting injection (HR, 0.60 [95% CI, 0.41-0.88]), and lithium carbonate (HR, 0.67 [95% CI, 0.60-0.73]) were associated with the lowest risk of psychiatric rehospitalization. Concerning all-cause hospitalization, lithium (HR, 0.71 [95% CI, 0.66-0.76]) was associated with the lowest risk. The most frequently used antipsychotic treatment, quetiapine fumarate, showed only modest effectiveness (risk of psychiatric rehospitalization: HR, 0.92 [95% CI, 0.85-0.98]; risk of all-cause hospitalization: HR, 0.93 [95% CI, 0.88-0.98]). Long-acting injections were associated with substantially better outcomes compared with identical oral antipsychotics (risk of psychiatric rehospitalization: HR, 0.70 [95% CI, 0.55-0.90]; risk of all-cause hospitalization: HR, 0.70 [95% CI, 0.57-0.86]). Results from sensitivity analyses showed consistent beneficial effects only for lithium and for long-acting injections compared with their oral counterparts. Lithium was the most effective mood stabilizer, and long-acting injections the most effective antipsychotics, in preventing hospitalization due to mental or physical illness.",2018,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't"
29057573,Practical guidance for using multiple data sources in systematic reviews and meta-analyses (with examples from the MUDS study).,"Data for individual trials included in systematic reviews may be available in multiple sources. For example, a single trial might be reported in 2 journal articles and 3 conference abstracts. Because of differences across sources, source selection can influence the results of systematic reviews. We used our experience in the Multiple Data Sources in Systematic Reviews (MUDS) study, and evidence from previous studies, to develop practical guidance for using multiple data sources in systematic reviews. We recommend the following: (1) Specify which sources you will use. Before beginning a systematic review, consider which sources are likely to contain the most useful data. Try to identify all relevant reports and to extract information from the most reliable sources. (2) Link individual trials with multiple sources. Write to authors to determine which sources are likely related to the same trials. Use a modified Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) flowchart to document both the selection of trials and the selection of sources. (3) Follow a prespecified protocol for extracting trial characteristics from multiple sources. Identify differences among sources, and contact study authors to resolve differences if possible. (4) Prespecify outcomes and results to examine in the review and meta-analysis. In your protocol, describe how you will handle multiple outcomes within each domain of interest. Look for outcomes using all eligible sources. (5) Identify which data sources were included in the review. Consider whether the results might have been influenced by data sources used. (6) To reduce bias, and to reduce research waste, share the data used in your review.",2018,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,Journal Article
28800423,Relationship of executive functioning deficits to N-acetyl aspartate (NAA) and gamma-aminobutyric acid (GABA) in youth with bipolar disorder.,"Although cognitive deficits in bipolar disorder (BD) have been repeatedly observed, our understanding of these impairments at a mechanistic level remains limited. Few studies that investigated cognitive impairments in bipolar illness have examined the association with brain biochemistry. This pilot study utilized proton magnetic resonance spectroscopy (<sup>1</sup>H-MRS) to evaluate the relationship between neurocognitive performance and brain metabolites in youth with BD. Thirty participants, twenty depressed BD participants and ten healthy comparison participants, ages 13-21, completed mood and executive function measures. <sup>1</sup>H-MRS data were also acquired from the anterior cingulate cortex (ACC) using two-dimensional (2D) J-resolved <sup>1</sup>H-MRS sequence. Proton metabolites including N-acetyl aspartate (NAA) and gamma-aminobutyric acid (GABA) were quantified for both groups. Participants with BD performed significantly lower on executive functioning measures than comparison participants. There were significant positive correlations between Wisconsin Card Sorting Test (WCST) performance and NAA (p < .001) and GABA (p < .01) in the ACC in bipolar youth, such that as WCST performance increased, both NAA and GABA levels increased. Small sample size and lack of control for medications. These findings build on previous observations of biochemical alterations associated with BD and indicate that executive functioning deficits in bipolar youth are correlated with NAA and GABA. These results suggest that cognitive deficits occur early in the course of illness and may reflect risk factors associated with altered neurochemistry. Further investigation of the relationship between brain metabolites and cognition in BD may lead to important information for developing novel, targeted interventions.",2018,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,Journal Article
28138157,Forebrain-specific ablation of phospholipase Cγ1 causes manic-like behavior.,"Manic episodes are one of the major diagnostic symptoms in a spectrum of neuropsychiatric disorders that include schizophrenia, obsessive-compulsive disorder and bipolar disorder (BD). Despite a possible association between BD and the gene encoding phospholipase Cγ1 (PLCG1), its etiological basis remains unclear. Here, we report that mice lacking phospholipase Cγ1 (PLCγ1) in the forebrain (Plcg1<sup>f/f</sup>; CaMKII) exhibit hyperactivity, decreased anxiety-like behavior, reduced depressive-related behavior, hyperhedonia, hyperphagia, impaired learning and memory and exaggerated startle responses. Inhibitory transmission in hippocampal pyramidal neurons and striatal dopamine receptor D1-expressing neurons of Plcg1-deficient mice was significantly reduced. The decrease in inhibitory transmission is likely due to a reduced number of γ-aminobutyric acid (GABA)-ergic boutons, which may result from impaired localization and/or stabilization of postsynaptic CaMKII (Ca<sup>2+</sup>/calmodulin-dependent protein kinase II) at inhibitory synapses. Moreover, mutant mice display impaired brain-derived neurotrophic factor-tropomyosin receptor kinase B-dependent synaptic plasticity in the hippocampus, which could account for deficits of spatial memory. Lithium and valproate, the drugs presently used to treat mania associated with BD, rescued the hyperactive phenotypes of Plcg1<sup>f/f</sup>; CaMKII mice. These findings provide evidence that PLCγ1 is critical for synaptic function and plasticity and that the loss of PLCγ1 from the forebrain results in manic-like behavior.",2017,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,"Journal Article; Research Support, Non-U.S. Gov't"
28675386,Unique prefrontal GABA and glutamate disturbances in co-occurring bipolar disorder and alcohol dependence.,"Bipolar disorder (BD) and alcohol dependence (AD) frequently co-occur, and co-occurring BD and AD are associated with devastating public health costs. Minimal neurobiological research exists to guide the development of effective treatments for this treatment-resistant population. We believe the present study represents the first investigation of prefrontal gamma-aminobutyric acid (GABA) and glutamate levels in co-occurring BD and current AD. The participants were 78 individuals who met DSM-IV criteria for BD I/II and current AD (n=20), BD I/II alone (n=19), current AD alone (n=20) or no diagnosis (n=19). The participants completed a baseline diagnostic visit, then returned approximately 4 days later for a two-dimensional J-resolved proton magnetic resonance spectroscopy (<sup>1</sup>H-MRS) acquisition in dorsal anterior cingulate cortex (dACC). All participants were required to demonstrate ⩾1 week of abstinence from alcohol/drugs via serial biomarker testing before <sup>1</sup>H-MRS. A 2 × 2 factorial analysis of variance of cerebrospinal fluid (CSF)-corrected GABA/water concentrations demonstrated a significant BD × AD interaction (F=2.91, P<0.05), signifying uniquely low levels of GABA in BD+AD; this effect doubled when the sample was restricted to individuals who consumed alcohol within 2 weeks of <sup>1</sup>H-MRS. There were no overall effects of BD/AD on CSF-corrected glutamate/water levels. However, the BD × AD interaction, signifying uniquely low levels of glutamate in BD+AD, approached statistical significance (F=3.83, P=0.06) in individuals who consumed alcohol within 2 weeks of <sup>1</sup>H-MRS. The dACC GABA levels were significantly, negatively associated with Barratt Impulsiveness Scale (r=-0.28, P=0.02) and Obsessive Compulsive Drinking Scale (r=-0.35, P<0.01) scores. If replicated, these results may suggest that future treatment studies should preferentially evaluate therapeutics in BD+AD known to increase prefrontal GABA and glutamate levels.",2017,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,"Journal Article; Research Support, N.I.H., Extramural"
28348186,"Biological rationale and potential clinical use of gabapentin and pregabalin in bipolar disorder, insomnia and anxiety: protocol for a systematic review and meta-analysis.","Gabapentin has been extensively prescribed off-label for psychiatric indications, with little established evidence of efficacy. Gabapentin and pregabalin, a very similar drug with the same mechanism of action, bind to a subunit of voltage-dependent calcium channels which are implicated in the aetiopathogenesis of bipolar disorder, anxiety and insomnia. This systematic review and meta-analysis aims to collect and critically appraise all the available evidence about the efficacy and tolerability of gabapentin and pregabalin in the treatment of bipolar disorder, insomnia and anxiety. We will include all randomised controlled trials (RCTs) reported as double-blind and comparing gabapentin or pregabalin with placebo or any other active pharmacological treatment (any preparation, dose, frequency, route of delivery or setting) in patients with bipolar disorder, anxiety or insomnia. For consideration of adverse effects (tolerability), single-blind or open-label RCTs and non-randomised evidence will also be summarised. The main outcomes will be efficacy (measured as dichotomous and continuous outcome) and acceptability (proportion of patients who dropped out of the allocated treatment). Published and unpublished studies will be sought through relevant database searches, trial registries and websites; all reference selection and data extraction will be conducted by at least 2 independent reviewers. We will conduct a random-effects meta-analysis to synthesise all evidence for each outcome. Heterogeneity between studies will be investigated by the I<sup>2</sup> statistic. Data from included studies will be entered into a funnel plot for investigation of small-study effects. No subgroup analysis will be undertaken, but we will carry out sensitivity analyses about combination treatment, psychiatric comorbidity, use of rescue medications and fixed versus random-effects model. This review does not require ethical approval. This protocol has been registered on PROSPERO (CRD42016041802). The results of the systematic review will be disseminated via publication in a peer-reviewed journal.",2017,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,Journal Article
27890741,Perisylvian GABA levels in schizophrenia and bipolar disorder.,"The aim of this study is to measure GABA levels of perisylvian cortices in schizophrenia and bipolar disorder patients, using proton magnetic resonance spectroscopy (<sup>1</sup>H-MRS). Patients with schizophrenia (n=25), bipolar I disorder (BD-I; n=28) and bipolar II disorder (BD-II; n=20) were compared with healthy controls (n=30). <sup>1</sup>H-MRS data was acquired using a Siemens 3T whole body scanner to quantify right and left perisylvian structures' (including superior temporal lobes) GABA levels. Right perisylvian GABA values differed significantly between groups [χ<sup>2</sup>=9.62, df: 3, p=0.022]. GABA levels were significantly higher in the schizophrenia group compared with the healthy control group (p=0.002). Furthermore, Chlorpromazine equivalent doses of antipsychotics correlated with right hemisphere GABA levels (r<sup>2</sup>=0.68, p=0.006, n=33). GABA levels are elevated in the right hemisphere in patients with schizophrenia in comparison to bipolar disorder and healthy controls. The balance between excitatory and inhibitory controls over the cortical circuits may have direct relationship with GABAergic functions in auditory cortices. In addition, GABA levels may be altered by brain regions of interest, psychotropic medications, and clinical stage in schizophrenia and bipolar disorder.",2017,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't"
27328999,Cortical GABA markers identify a molecular subtype of psychotic and bipolar disorders.,"Deficits in gamma aminobutyric acid (GABA) neuron-related markers, including the GABA-synthesizing enzyme GAD67, the calcium-binding protein parvalbumin, the neuropeptide somatostatin, and the transcription factor Lhx6, are most pronounced in a subset of schizophrenia subjects identified as having a 'low GABA marker' (LGM) molecular phenotype. Furthermore, schizophrenia shares degrees of genetic liability, clinical features and cortical circuitry abnormalities with schizoaffective disorder and bipolar disorder. Therefore, we determined the extent to which a similar LGM molecular phenotype may also exist in subjects with these disorders. Transcript levels for GAD67, parvalbumin, somatostatin, and Lhx6 were quantified using quantitative PCR in prefrontal cortex area 9 of 184 subjects with a diagnosis of schizophrenia (n = 39), schizoaffective disorder (n = 23) or bipolar disorder (n = 35), or with a confirmed absence of any psychiatric diagnoses (n = 87). A blinded clustering approach was employed to determine the presence of a LGM molecular phenotype across all subjects. Approximately 49% of the subjects with schizophrenia, 48% of the subjects with schizoaffective disorder, and 29% of the subjects with bipolar disorder, but only 5% of unaffected subjects, clustered in the cortical LGM molecular phenotype. These findings support the characterization of psychotic and bipolar disorders by cortical molecular phenotype which may help elucidate more pathophysiologically informed and personalized medications.",2016,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,"Journal Article; Research Support, N.I.H., Extramural"
26291591,Inferior ST-Elevation Acute Myocardial Infarction or an Inferior-Lead Brugada-like Electrocardiogram Pattern Associated With the Use of Pregabalin and Quetiapine?,"The Brugada electrocardiogram pattern is characterized by coved-type ST-elevation (>2 mm) in the right precordial leads. We report the case of a 62-year-old man, with bipolar disorder, admitted to the emergency department because of dyspnea and chest discomfort. The patient was on treatment with pregabalin and quetiapine. Unexpectedly, electrocardiogram at admission showed diffuse ST-elevation, more evident in inferior leads, where a Brugada-like pattern was present. The patient underwent coronary angiography with a diagnosis of suspected acute coronary syndrome. Coronary angiography, however, showed mild coronary artery disease not requiring coronary angioplasty. Echocardiography did not reveal left ventricular dysfunction or pericardial effusion. Troponin levels remained normal over serial controls. Eventually, chest radiography showed lung opacities and consolidation suggestive for pneumonia. To the best of our knowledge, this is one of the first cases showing a transient Brugada-like electrocardiogram pattern in inferior leads, probably amplified by the administration of pregabalin and quetiapine.",2016,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,Case Reports; Journal Article
27004755,Trait- and state-dependent cortical inhibitory deficits in bipolar disorder.,"Euthymic patients with bipolar disorder (BD) have deficits in cortical inhibition. However, whether cortical inhibitory deficits are trait- or state-dependent impairments is not yet known and their relationship with psychiatric symptoms is not yet understood. In the present study, we examined trait- and state-dependent cortical inhibitory deficits and evaluated the potential clinical significance of these deficits. Nineteen patients with bipolar I disorder were evaluated using the paired-pulse transcranial stimulation protocol, which assessed cortical inhibition during an acute manic episode. Cortical inhibition measures were compared with those obtained in 28 demographically matched healthy controls. A follow-up assessment was performed in 15 of these patients three months later, when there was remission from their mood and psychotic symptoms. The association between cortical inhibitory measures and severity of psychiatric symptoms was also studied. During mania, patients showed decreased short-interval intracortical and transcallosal inhibition, as well as a normal cortical silent period and long-interval cortical inhibition. These findings were the same during euthymia. Symptoms associated with motor hyperactivity were correlated negatively with the degree of cortical inhibition. These correlations were not significant when a Bonferroni correction was applied. The present longitudinal study showed cortical inhibitory deficits in patients with BD, and supports the hypothesis that cortical inhibitory deficits in BD are trait dependent. Further research is necessary to confirm the clinical significance of these deficits.",2016,False,Bipolar_Disorder,Gamma-Aminobutyric_Acid,Journal Article
